pot,leaf,population,pop.short,pop.geno,elevation,genotype,rep,observation,am.pm,time,date,meas.week,week.of.year,treatment,treatment.levels,gsw,rh,t.ref,t.leaf,delta.t,svp,lsvp,vpd,vpd.kpa
62,1,JLA-JAK,JLA,JLA155,1521,155,1,56,am,7:56:00,7/20/23,1,29,predrought,predrought,0.263,24.07,37.68,33.4,4.28,6510.23,5143.56,3576.55,3.58
62,1,JLA-JAK,JLA,JLA155,1521,155,1,57,am,7:56:00,7/20/23,1,29,predrought,predrought,0.147,23.91,37.7,35.3,2.4,6517.29,5715.95,4157.67,4.16
62,2,JLA-JAK,JLA,JLA155,1521,155,1,58,am,7:57:00,7/20/23,1,29,predrought,predrought,0.195,23.59,37.73,34.79,2.94,6527.9,5557.14,4017.21,4.02
62,2,JLA-JAK,JLA,JLA155,1521,155,1,59,am,7:57:00,7/20/23,1,29,predrought,predrought,0.248,23.52,37.74,33.68,4.06,6531.43,5224.65,3688.46,3.69
62,3,JLA-JAK,JLA,JLA155,1521,155,1,60,am,7:57:00,7/20/23,1,29,predrought,predrought,0.163,23.67,37.76,32.11,5.65,6538.51,4783.91,3236.25,3.24
62,3,JLA-JAK,JLA,JLA155,1521,155,1,61,am,7:58:00,7/20/23,1,29,predrought,predrought,0.198,24.1,37.75,32.49,5.26,6534.97,4887.51,3312.58,3.31
63,1,CCR-COL,CCR,CCR5,72,5,5,20,am,7:32:00,7/20/23,1,29,predrought,predrought,0.224,29.38,33.44,31.59,1.85,5155.08,4645.24,3130.67,3.13
63,1,CCR-COL,CCR,CCR5,72,5,5,21,am,7:32:00,7/20/23,1,29,predrought,predrought,0.286,29.53,33.5,30.77,2.73,5172.4,4433.65,2906.24,2.91
63,2,CCR-COL,CCR,CCR5,72,5,5,22,am,7:33:00,7/20/23,1,29,predrought,predrought,0.152,29.14,33.64,31.03,2.61,5213,4499.81,2980.74,2.98
63,2,CCR-COL,CCR,CCR5,72,5,5,23,am,7:33:00,7/20/23,1,29,predrought,predrought,0.2,29.28,33.69,31.11,2.58,5227.57,4520.34,2989.71,2.99
63,3,CCR-COL,CCR,CCR5,72,5,5,24,am,7:33:00,7/20/23,1,29,predrought,predrought,0.204,28.86,33.79,30.73,3.06,5256.81,4423.55,2906.43,2.91
63,3,CCR-COL,CCR,CCR5,72,5,5,25,am,7:34:00,7/20/23,1,29,predrought,predrought,0.252,28.79,33.87,30.91,2.96,5280.31,4469.17,2948.97,2.95
64,1,JLA-JAK,JLA,JLA155,1521,155,4,8,am,7:27:00,7/20/23,1,29,predrought,predrought,0.199,33.24,31.76,30.62,1.14,4690.18,4395.86,2836.85,2.84
64,1,JLA-JAK,JLA,JLA155,1521,155,4,9,am,7:28:00,7/20/23,1,29,predrought,predrought,0.145,32.86,31.9,29.99,1.91,4727.48,4240.21,2686.76,2.69
64,2,JLA-JAK,JLA,JLA155,1521,155,4,10,am,7:28:00,7/20/23,1,29,predrought,predrought,0.088,31.8,32.11,30.93,1.18,4783.91,4474.26,2952.98,2.95
64,2,JLA-JAK,JLA,JLA155,1521,155,4,11,am,7:29:00,7/20/23,1,29,predrought,predrought,0.092,31.75,32.22,30.7,1.52,4813.7,4415.98,2887.63,2.89
64,3,JLA-JAK,JLA,JLA155,1521,155,4,12,am,7:29:00,7/20/23,1,29,predrought,predrought,0.183,31.16,32.51,30.72,1.79,4893.02,4421.02,2896.36,2.9
64,3,JLA-JAK,JLA,JLA155,1521,155,4,13,am,7:30:00,7/20/23,1,29,predrought,predrought,0.163,30.87,32.6,30.67,1.93,4917.86,4408.43,2890.28,2.89
71,1,JLA-JAK,JLA,JLA156,1521,156,6,62,am,7:58:00,7/20/23,1,29,predrought,predrought,0.189,23.53,37.78,33.58,4.2,6545.6,5195.57,3655.39,3.66
71,1,JLA-JAK,JLA,JLA156,1521,156,6,63,am,7:59:00,7/20/23,1,29,predrought,predrought,0.214,24.44,37.8,33.55,4.25,6552.69,5186.87,3585.39,3.59
71,2,JLA-JAK,JLA,JLA156,1521,156,6,64,am,7:59:00,7/20/23,1,29,predrought,predrought,0.247,24.13,37.82,32.63,5.19,6559.79,4926.17,3343.29,3.34
71,2,JLA-JAK,JLA,JLA156,1521,156,6,65,am,7:59:00,7/20/23,1,29,predrought,predrought,0.25,23.83,37.83,34.87,2.96,6563.35,5581.79,4017.75,4.02
71,3,JLA-JAK,JLA,JLA156,1521,156,6,66,am,8:00:00,7/20/23,1,29,predrought,predrought,0.22,24.18,37.85,33.79,4.06,6570.46,5256.81,3668.08,3.67
71,3,JLA-JAK,JLA,JLA156,1521,156,6,67,am,8:00:00,7/20/23,1,29,predrought,predrought,0.267,24.27,37.88,33.24,4.64,6581.13,5097.72,3500.48,3.5
72,1,JLA-JAK,JLA,JLA157,1521,157,17,38,am,7:43:00,7/20/23,1,29,predrought,predrought,0.173,26.8,35.74,32.43,3.31,5856.12,4871.03,3301.59,3.3
72,1,JLA-JAK,JLA,JLA157,1521,157,17,39,am,7:43:00,7/20/23,1,29,predrought,predrought,0.132,26.83,35.77,32.99,2.78,5865.78,5026.79,3453.01,3.45
72,2,JLA-JAK,JLA,JLA157,1521,157,17,40,am,7:44:00,7/20/23,1,29,predrought,predrought,0.09,26.83,35.85,33.1,2.75,5891.62,5057.89,3477.17,3.48
72,2,JLA-JAK,JLA,JLA157,1521,157,17,41,am,7:44:00,7/20/23,1,29,predrought,predrought,0.085,26.73,35.89,33.35,2.54,5904.58,5129.2,3550.91,3.55
72,3,JLA-JAK,JLA,JLA157,1521,157,17,42,am,7:47:00,7/20/23,1,29,predrought,predrought,0.155,26.1,36.34,34.15,2.19,6052.05,5363.27,3783.68,3.78
72,3,JLA-JAK,JLA,JLA157,1521,157,17,43,am,7:47:00,7/20/23,1,29,predrought,predrought,0.132,25.94,36.37,34.32,2.05,6061.99,5414.18,3841.7,3.84
83,1,TSZ-SAN,TSZ,TSZ7,1212,7,2,87,am,8:08:00,7/20/23,1,29,predrought,predrought,0.317,25.18,38.31,32.92,5.39,6735.83,5007.09,3311.01,3.31
83,1,TSZ-SAN,TSZ,TSZ7,1212,7,2,88,am,8:08:00,7/20/23,1,29,predrought,predrought,0.224,24.33,38.32,34.21,4.11,6739.47,5381.19,3741.48,3.74
83,2,TSZ-SAN,TSZ,TSZ7,1212,7,2,89,am,8:08:00,7/20/23,1,29,predrought,predrought,0.22,24.42,38.35,33.66,4.69,6750.38,5218.83,3570.38,3.57
83,2,TSZ-SAN,TSZ,TSZ7,1212,7,2,90,am,8:09:00,7/20/23,1,29,predrought,predrought,0.119,24.2,38.36,34.42,3.94,6754.02,5444.33,3809.86,3.81
83,3,TSZ-SAN,TSZ,TSZ7,1212,7,2,91,am,8:09:00,7/20/23,1,29,predrought,predrought,0.206,24.18,38.39,34.5,3.89,6764.96,5468.55,3832.78,3.83
83,3,TSZ-SAN,TSZ,TSZ7,1212,7,2,92,am,8:09:00,7/20/23,1,29,predrought,predrought,0.121,23.72,38.4,33.95,4.45,6768.61,5303.9,3698.38,3.7
90,1,JLA-JAK,JLA,JLA153,1521,153,6,117,am,8:19:00,7/20/23,1,29,predrought,predrought,0.139,21.64,39.15,36.85,2.3,7047.13,6223.02,4698.02,4.7
90,1,JLA-JAK,JLA,JLA153,1521,153,6,118,am,8:20:00,7/20/23,1,29,predrought,predrought,0.157,22.09,39.17,35.88,3.29,7054.69,5901.34,4342.95,4.34
90,2,JLA-JAK,JLA,JLA153,1521,153,6,119,am,8:20:00,7/20/23,1,29,predrought,predrought,0.204,21.5,39.19,35.27,3.92,7062.26,5706.5,4188.12,4.19
90,2,JLA-JAK,JLA,JLA153,1521,153,6,120,am,8:20:00,7/20/23,1,29,predrought,predrought,0.145,21.25,39.21,36.18,3.03,7069.84,5999.25,4496.91,4.5
90,3,JLA-JAK,JLA,JLA153,1521,153,6,121,am,8:21:00,7/20/23,1,29,predrought,predrought,0.159,21.6,39.23,33.88,5.35,7077.42,5283.25,3754.53,3.75
90,3,JLA-JAK,JLA,JLA153,1521,153,6,122,am,8:21:00,7/20/23,1,29,predrought,predrought,0.158,22.11,39.22,34.77,4.45,7073.63,5550.99,3987.01,3.99
1,1,NRV-NEW,NRV,NRV101,666,101,4,163,pm,17:03:00,7/20/23,1,29,predrought,predrought,0.177,10.56,47.85,41.96,5.89,11077.3,8180.74,7010.97,7.01
1,1,NRV-NEW,NRV,NRV101,666,101,4,164,pm,17:03:00,7/20/23,1,29,predrought,predrought,0.111,10.71,47.85,41.47,6.38,11077.3,7972.42,6786.04,6.79
1,2,NRV-NEW,NRV,NRV101,666,101,4,165,pm,17:03:00,7/20/23,1,29,predrought,predrought,0.226,11.44,47.85,39.9,7.95,11077.3,7335.52,6068.28,6.07
1,2,NRV-NEW,NRV,NRV101,666,101,4,166,pm,17:04:00,7/20/23,1,29,predrought,predrought,0.26,11.25,47.83,39.57,8.26,11066.14,7207.4,5962.46,5.96
1,3,NRV-NEW,NRV,NRV101,666,101,4,167,pm,17:04:00,7/20/23,1,29,predrought,predrought,0.31,11.01,47.81,39.8,8.01,11054.98,7296.49,6079.34,6.08
1,3,NRV-NEW,NRV,NRV101,666,101,4,168,pm,17:04:00,7/20/23,1,29,predrought,predrought,0.151,11.07,47.81,41.06,6.75,11054.98,7801.66,6577.87,6.58
2,1,NRV-NEW,NRV,NRV101,666,101,11,133,pm,16:53:00,7/20/23,1,29,predrought,predrought,0.238,11.01,47.82,39.53,8.29,11060.56,7192,5974.23,5.97
2,1,NRV-NEW,NRV,NRV101,666,101,11,134,pm,16:53:00,7/20/23,1,29,predrought,predrought,0.383,11.17,47.79,39.4,8.39,11043.84,7142.15,5908.56,5.91
2,2,NRV-NEW,NRV,NRV101,666,101,11,135,pm,16:54:00,7/20/23,1,29,predrought,predrought,0.27,11.09,47.75,39.72,8.03,11021.59,7265.39,6043.1,6.04
2,2,NRV-NEW,NRV,NRV101,666,101,11,136,pm,16:54:00,7/20/23,1,29,predrought,predrought,0.244,11.04,47.71,40.04,7.67,10999.37,7390.47,6176.14,6.18
2,3,NRV-NEW,NRV,NRV101,666,101,11,137,pm,16:54:00,7/20/23,1,29,predrought,predrought,0.165,10.84,47.68,40.53,7.15,10982.74,7585.6,6395.07,6.4
2,3,NRV-NEW,NRV,NRV101,666,101,11,138,pm,16:55:00,7/20/23,1,29,predrought,predrought,0.176,10.68,47.63,40.51,7.12,10955.06,7577.55,6407.55,6.41
3,1,NRV-NEW,NRV,NRV101,666,101,14,121,pm,16:47:00,7/20/23,1,29,predrought,predrought,0.209,10.76,48.21,41.04,7.17,11279.86,7793.41,6579.69,6.58
3,1,NRV-NEW,NRV,NRV101,666,101,14,122,pm,16:48:00,7/20/23,1,29,predrought,predrought,0.118,11,48.18,41.21,6.97,11262.86,7863.76,6624.85,6.62
3,2,NRV-NEW,NRV,NRV101,666,101,14,123,pm,16:49:00,7/20/23,1,29,predrought,predrought,0.129,11.07,48.08,41.89,6.19,11206.35,8150.69,6910.15,6.91
3,2,NRV-NEW,NRV,NRV101,666,101,14,124,pm,16:49:00,7/20/23,1,29,predrought,predrought,0.232,10.91,48.05,41.34,6.71,11189.44,7917.93,6697.16,6.7
3,3,NRV-NEW,NRV,NRV101,666,101,14,125,pm,16:49:00,7/20/23,1,29,predrought,predrought,0.322,10.75,48,39.96,8.04,11161.31,7359.03,6159.19,6.16
3,3,NRV-NEW,NRV,NRV101,666,101,14,126,pm,16:50:00,7/20/23,1,29,predrought,predrought,0.22,10.98,47.93,41.32,6.61,11122.04,7909.58,6688.38,6.69
7,1,NRV-NEW,NRV,NRV105,666,105,9,67,pm,16:22:00,7/20/23,1,29,predrought,predrought,0.106,11.58,47.55,41.06,6.49,10910.9,7801.66,6538.17,6.54
7,1,NRV-NEW,NRV,NRV105,666,105,9,68,pm,16:22:00,7/20/23,1,29,predrought,predrought,0.215,11.41,47.55,42.21,5.34,10910.9,8288.82,7043.89,7.04
7,2,NRV-NEW,NRV,NRV105,666,105,9,69,pm,16:23:00,7/20/23,1,29,predrought,predrought,0.15,11.66,47.58,40.7,6.88,10927.44,7654.33,6380.19,6.38
7,2,NRV-NEW,NRV,NRV105,666,105,9,70,pm,16:23:00,7/20/23,1,29,predrought,predrought,0.247,12.04,47.58,40.51,7.07,10927.44,7577.55,6261.88,6.26
7,3,NRV-NEW,NRV,NRV105,666,105,9,71,pm,16:23:00,7/20/23,1,29,predrought,predrought,0.045,11.59,47.59,43.46,4.13,10932.96,8847.93,7580.8,7.58
7,3,NRV-NEW,NRV,NRV105,666,105,9,72,pm,16:23:00,7/20/23,1,29,predrought,predrought,0.135,11.89,47.58,42.68,4.9,10927.44,8495.36,7196.08,7.2
8,1,NRV-NEW,NRV,NRV105,666,105,10,43,pm,16:13:00,7/20/23,1,29,predrought,predrought,0.08,12.02,46.65,41.47,5.18,10424.54,7972.42,6719.39,6.72
8,1,NRV-NEW,NRV,NRV105,666,105,10,44,pm,16:13:00,7/20/23,1,29,predrought,predrought,0.17,11.86,46.7,41.37,5.33,10451.06,7930.48,6690.98,6.69
8,2,NRV-NEW,NRV,NRV105,666,105,10,45,pm,16:14:00,7/20/23,1,29,predrought,predrought,0.174,11.52,46.8,39.81,6.99,10504.28,7300.38,6090.29,6.09
8,2,NRV-NEW,NRV,NRV105,666,105,10,46,pm,16:14:00,7/20/23,1,29,predrought,predrought,0.139,11.9,46.84,41.5,5.34,10525.63,7985.04,6732.49,6.73
8,3,NRV-NEW,NRV,NRV105,666,105,10,47,pm,16:14:00,7/20/23,1,29,predrought,predrought,0.159,12.01,46.91,40.89,6.02,10563.08,7731.78,6463.16,6.46
8,3,NRV-NEW,NRV,NRV105,666,105,10,48,pm,16:15:00,7/20/23,1,29,predrought,predrought,0.251,11.81,46.96,40.4,6.56,10589.91,7533.4,6282.73,6.28
12,1,NRV-NEW,NRV,NRV118,666,118,5,91,pm,16:30:00,7/20/23,1,29,predrought,predrought,0.097,10.06,48,42.01,5.99,11161.31,8202.26,7079.43,7.08
12,1,NRV-NEW,NRV,NRV118,666,118,5,92,pm,16:30:00,7/20/23,1,29,predrought,predrought,0.196,10.37,48,41.83,6.17,11161.31,8125.02,6967.59,6.97
12,2,NRV-NEW,NRV,NRV118,666,118,5,93,pm,16:31:00,7/20/23,1,29,predrought,predrought,0.199,10.42,48,40.62,7.38,11161.31,7621.92,6458.91,6.46
12,2,NRV-NEW,NRV,NRV118,666,118,5,94,pm,16:31:00,7/20/23,1,29,predrought,predrought,0.092,10.61,48,41.16,6.84,11161.31,7843.01,6658.8,6.66
12,3,NRV-NEW,NRV,NRV118,666,118,5,95,pm,16:31:00,7/20/23,1,29,predrought,predrought,0.108,10.48,48,42.86,5.14,11161.31,8575.62,7405.92,7.41
12,3,NRV-NEW,NRV,NRV118,666,118,5,96,pm,16:31:00,7/20/23,1,29,predrought,predrought,0.048,10.57,48.01,43.4,4.61,11166.93,8820.37,7640.02,7.64
18,1,NRV-NEW,NRV,NRV122,666,122,5,127,pm,16:51:00,7/20/23,1,29,predrought,predrought,0.109,10.65,47.91,41.02,6.89,11110.84,7785.17,6601.86,6.6
18,1,NRV-NEW,NRV,NRV122,666,122,5,128,pm,16:51:00,7/20/23,1,29,predrought,predrought,0.284,10.63,47.9,41.8,6.1,11105.24,8112.2,6931.72,6.93
18,2,NRV-NEW,NRV,NRV122,666,122,5,129,pm,16:52:00,7/20/23,1,29,predrought,predrought,0.013,11.17,47.89,42.62,5.27,11099.65,8468.74,7228.91,7.23
18,2,NRV-NEW,NRV,NRV122,666,122,5,130,pm,16:52:00,7/20/23,1,29,predrought,predrought,0.144,10.94,47.87,43.75,4.12,11088.47,8982.2,7769.12,7.77
18,3,NRV-NEW,NRV,NRV122,666,122,5,131,pm,16:53:00,7/20/23,1,29,predrought,predrought,0.26,11.14,47.86,41.73,6.13,11082.88,8082.38,6847.75,6.85
18,3,NRV-NEW,NRV,NRV122,666,122,5,132,pm,16:53:00,7/20/23,1,29,predrought,predrought,0.118,10.98,47.84,42.14,5.7,11071.72,8258.43,7042.76,7.04
19,1,NRV-NEW,NRV,NRV123,666,123,3,181,pm,17:10:00,7/20/23,1,29,predrought,predrought,0.097,10.62,47.76,41.88,5.88,11027.15,8146.41,6975.33,6.98
19,1,NRV-NEW,NRV,NRV123,666,123,3,182,pm,17:10:00,7/20/23,1,29,predrought,predrought,0.231,10.42,47.74,41.4,6.34,11016.03,7943.04,6795.17,6.8
19,2,NRV-NEW,NRV,NRV123,666,123,3,183,pm,17:10:00,7/20/23,1,29,predrought,predrought,0.096,11.29,47.72,41.82,5.9,11004.92,8120.74,6878.29,6.88
19,2,NRV-NEW,NRV,NRV123,666,123,3,184,pm,17:10:00,7/20/23,1,29,predrought,predrought,0.239,10.76,47.69,40.84,6.85,10988.28,7711.33,6529,6.53
19,3,NRV-NEW,NRV,NRV123,666,123,3,185,pm,17:11:00,7/20/23,1,29,predrought,predrought,0.15,10.85,47.67,40.22,7.45,10977.2,7461.64,6270.61,6.27
19,3,NRV-NEW,NRV,NRV123,666,123,3,186,pm,17:11:00,7/20/23,1,29,predrought,predrought,0.161,11.41,47.65,41.44,6.21,10966.12,7959.82,6708.58,6.71
20,1,NRV-NEW,NRV,NRV123,666,123,7,13,pm,16:01:00,7/20/23,1,29,predrought,predrought,0.118,15.4,41.99,40.1,1.89,8193.64,7414.13,6152.31,6.15
20,1,NRV-NEW,NRV,NRV123,666,123,7,14,pm,16:01:00,7/20/23,1,29,predrought,predrought,0.205,14.89,42.1,39.77,2.33,8241.11,7284.82,6057.71,6.06
20,2,NRV-NEW,NRV,NRV123,666,123,7,15,pm,16:02:00,7/20/23,1,29,predrought,predrought,0.062,14.73,42.41,40.54,1.87,8376.17,7589.63,6355.82,6.36
20,2,NRV-NEW,NRV,NRV123,666,123,7,16,pm,16:02:00,7/20/23,1,29,predrought,predrought,0.163,15.14,42.54,40.23,2.31,8433.37,7465.61,6188.8,6.19
20,3,NRV-NEW,NRV,NRV123,666,123,7,17,pm,16:02:00,7/20/23,1,29,predrought,predrought,0.096,14.46,42.71,40.68,2.03,8508.69,7646.22,6415.86,6.42
20,3,NRV-NEW,NRV,NRV123,666,123,7,18,pm,16:03:00,7/20/23,1,29,predrought,predrought,0.173,14.19,42.85,40.34,2.51,8571.15,7509.41,6293.17,6.29
21,1,TSZ-SAN,TSZ,TSZ10,1212,10,1,151,pm,16:59:00,7/20/23,1,29,predrought,predrought,0.009,10.85,47.5,46.65,0.85,10883.37,10424.54,9243.69,9.24
21,1,TSZ-SAN,TSZ,TSZ10,1212,10,1,152,pm,17:00:00,7/20/23,1,29,predrought,predrought,0.006,11.16,47.54,46.4,1.14,10905.39,10292.8,9075.76,9.08
21,2,TSZ-SAN,TSZ,TSZ10,1212,10,1,153,pm,17:00:00,7/20/23,1,29,predrought,predrought,0.02,11.15,47.58,46.93,0.65,10927.44,10573.81,9355.4,9.36
21,2,TSZ-SAN,TSZ,TSZ10,1212,10,1,154,pm,17:00:00,7/20/23,1,29,predrought,predrought,0.007,10.71,47.6,44.54,3.06,10938.48,9356.91,8185.4,8.19
21,3,TSZ-SAN,TSZ,TSZ10,1212,10,1,155,pm,17:01:00,7/20/23,1,29,predrought,predrought,0.01,10.89,47.65,46.99,0.66,10966.12,10606.03,9411.82,9.41
21,3,TSZ-SAN,TSZ,TSZ10,1212,10,1,156,pm,17:01:00,7/20/23,1,29,predrought,predrought,0.015,11.36,47.67,44.43,3.24,10977.2,9303.94,8056.93,8.06
22,1,NRV-NEW,NRV,NRV123,666,123,8,145,pm,16:57:00,7/20/23,1,29,predrought,predrought,0.18,11.62,47.44,40.6,6.84,10850.42,7613.83,6353.02,6.35
22,1,NRV-NEW,NRV,NRV123,666,123,8,146,pm,16:58:00,7/20/23,1,29,predrought,predrought,0.169,11.03,47.45,40.58,6.87,10855.91,7605.76,6408.35,6.41
22,2,NRV-NEW,NRV,NRV123,666,123,8,147,pm,16:58:00,7/20/23,1,29,predrought,predrought,0.147,11.11,47.46,42.27,5.19,10861.4,8314.94,7108.24,7.11
22,2,NRV-NEW,NRV,NRV123,666,123,8,148,pm,16:58:00,7/20/23,1,29,predrought,predrought,0.159,10.98,47.46,42.51,4.95,10861.4,8420.14,7227.56,7.23
22,3,NRV-NEW,NRV,NRV123,666,123,8,149,pm,16:58:00,7/20/23,1,29,predrought,predrought,0.144,11.45,47.46,42.16,5.3,10861.4,8267.1,7023.47,7.02
22,3,NRV-NEW,NRV,NRV123,666,123,8,150,pm,16:59:00,7/20/23,1,29,predrought,predrought,0.073,11.17,47.46,41.05,6.41,10861.4,7797.53,6584.31,6.58
26,1,TSZ-SAN,TSZ,TSZ2,1212,2,2,73,pm,16:24:00,7/20/23,1,29,predrought,predrought,0.271,12.35,47.59,38.15,9.44,10932.96,6677.91,5327.69,5.33
26,1,TSZ-SAN,TSZ,TSZ2,1212,2,2,74,pm,16:24:00,7/20/23,1,29,predrought,predrought,0.294,11,47.54,39.18,8.36,10905.39,7058.48,5858.89,5.86
26,2,TSZ-SAN,TSZ,TSZ2,1212,2,2,75,pm,16:25:00,7/20/23,1,29,predrought,predrought,0.301,11.11,47.57,39.02,8.55,10921.92,6998.16,5784.73,5.78
26,2,TSZ-SAN,TSZ,TSZ2,1212,2,2,76,pm,16:25:00,7/20/23,1,29,predrought,predrought,0.205,11.21,47.58,38.71,8.87,10927.44,6882.55,5657.59,5.66
26,3,TSZ-SAN,TSZ,TSZ2,1212,2,2,77,pm,16:25:00,7/20/23,1,29,predrought,predrought,0.237,10.97,47.6,40.72,6.88,10938.48,7662.45,6462.5,6.46
26,3,TSZ-SAN,TSZ,TSZ2,1212,2,2,78,pm,16:26:00,7/20/23,1,29,predrought,predrought,0.099,10.85,47.6,41.93,5.67,10938.48,8167.85,6981.02,6.98
29,1,TSZ-SAN,TSZ,TSZ3,1212,3,2,103,pm,16:34:00,7/20/23,1,29,predrought,predrought,0.115,10.84,48.2,42.1,6.1,11274.19,8241.11,7018.99,7.02
29,1,TSZ-SAN,TSZ,TSZ3,1212,3,2,104,pm,16:35:00,7/20/23,1,29,predrought,predrought,0.11,10.67,48.21,42.93,5.28,11279.86,8607.01,7403.45,7.4
29,2,TSZ-SAN,TSZ,TSZ3,1212,3,2,105,pm,16:35:00,7/20/23,1,29,predrought,predrought,0.076,10.37,48.24,41.68,6.56,11296.88,8061.13,6889.64,6.89
29,2,TSZ-SAN,TSZ,TSZ3,1212,3,2,106,pm,16:35:00,7/20/23,1,29,predrought,predrought,0.172,11.72,48.25,41.4,6.85,11302.56,7943.04,6618.38,6.62
29,3,TSZ-SAN,TSZ,TSZ3,1212,3,2,107,pm,16:35:00,7/20/23,1,29,predrought,predrought,0.129,11.17,48.26,42.28,5.98,11308.24,8319.3,7056.17,7.06
29,3,TSZ-SAN,TSZ,TSZ3,1212,3,2,108,pm,16:36:00,7/20/23,1,29,predrought,predrought,0.125,11.11,48.27,40.99,7.28,11313.93,7772.82,6515.84,6.52
30,1,TSZ-SAN,TSZ,TSZ3,1212,3,3,175,pm,17:07:00,7/20/23,1,29,predrought,predrought,0.141,10.67,47.73,42.08,5.65,11010.48,8232.46,7057.65,7.06
30,1,TSZ-SAN,TSZ,TSZ3,1212,3,3,176,pm,17:07:00,7/20/23,1,29,predrought,predrought,0.09,10.86,47.72,42.31,5.41,11004.92,8332.4,7137.26,7.14
30,2,TSZ-SAN,TSZ,TSZ3,1212,3,3,177,pm,17:08:00,7/20/23,1,29,predrought,predrought,0.145,10.55,47.77,42.71,5.06,11032.71,8508.69,7344.74,7.34
30,2,TSZ-SAN,TSZ,TSZ3,1212,3,3,178,pm,17:08:00,7/20/23,1,29,predrought,predrought,0.108,10.65,47.77,42.57,5.2,11032.71,8446.62,7271.64,7.27
30,3,TSZ-SAN,TSZ,TSZ3,1212,3,3,179,pm,17:09:00,7/20/23,1,29,predrought,predrought,0.114,10.53,47.78,41.68,6.1,11038.28,8061.13,6898.8,6.9
30,3,TSZ-SAN,TSZ,TSZ3,1212,3,3,180,pm,17:09:00,7/20/23,1,29,predrought,predrought,0.144,10.42,47.76,41.55,6.21,11027.15,8006.12,6857.09,6.86
32,1,TSZ-SAN,TSZ,TSZ4,1212,4,1,109,pm,16:36:00,7/20/23,1,29,predrought,predrought,0.005,11.09,48.28,46.13,2.15,11319.61,10152.14,8896.79,8.9
32,1,TSZ-SAN,TSZ,TSZ4,1212,4,1,110,pm,16:36:00,7/20/23,1,29,predrought,predrought,0.022,11.33,48.3,44.53,3.77,11330.99,9352.09,8068.28,8.07
32,2,TSZ-SAN,TSZ,TSZ4,1212,4,1,111,pm,16:36:00,7/20/23,1,29,predrought,predrought,0.017,11.18,48.32,46.09,2.23,11342.39,10131.44,8863.36,8.86
32,2,TSZ-SAN,TSZ,TSZ4,1212,4,1,112,pm,16:37:00,7/20/23,1,29,predrought,predrought,0.037,10.81,48.35,45.83,2.52,11359.49,9997.79,8769.83,8.77
32,3,TSZ-SAN,TSZ,TSZ4,1212,4,1,113,pm,16:37:00,7/20/23,1,29,predrought,predrought,0.048,10.79,48.4,44.5,3.9,11388.05,9337.62,8108.85,8.11
32,3,TSZ-SAN,TSZ,TSZ4,1212,4,1,114,pm,16:37:00,7/20/23,1,29,predrought,predrought,0.027,11.04,48.41,44.67,3.74,11393.76,9419.85,8161.98,8.16
34,1,TSZ-SAN,TSZ,TSZ4,1212,4,4,169,pm,17:05:00,7/20/23,1,29,predrought,predrought,0.007,11.12,47.81,45.47,2.34,11054.98,9815.24,8585.93,8.59
34,1,TSZ-SAN,TSZ,TSZ4,1212,4,4,170,pm,17:05:00,7/20/23,1,29,predrought,predrought,0.026,11.7,47.79,45.59,2.2,11043.84,9875.77,8583.64,8.58
34,2,TSZ-SAN,TSZ,TSZ4,1212,4,4,171,pm,17:05:00,7/20/23,1,29,predrought,predrought,0.027,10.53,47.78,45.14,2.64,11038.28,9650.44,8488.11,8.49
34,2,TSZ-SAN,TSZ,TSZ4,1212,4,4,172,pm,17:06:00,7/20/23,1,29,predrought,predrought,0.031,10.65,47.76,43.37,4.39,11027.15,8806.61,7632.22,7.63
34,3,TSZ-SAN,TSZ,TSZ4,1212,4,4,173,pm,17:06:00,7/20/23,1,29,predrought,predrought,0.086,10.51,47.75,42.01,5.74,11021.59,8202.26,7043.89,7.04
34,3,TSZ-SAN,TSZ,TSZ4,1212,4,4,174,pm,17:06:00,7/20/23,1,29,predrought,predrought,0.102,10.78,47.73,41.08,6.65,11010.48,7809.91,6622.98,6.62
37,1,TSZ-SAN,TSZ,TSZ7,1212,7,4,157,pm,17:01:00,7/20/23,1,29,predrought,predrought,0.009,10.91,47.7,46.99,0.71,10993.83,10606.03,9406.6,9.41
37,1,TSZ-SAN,TSZ,TSZ7,1212,7,4,158,pm,17:01:00,7/20/23,1,29,predrought,predrought,0.01,11.05,47.73,46.54,1.19,11010.48,10366.4,9149.74,9.15
37,2,TSZ-SAN,TSZ,TSZ7,1212,7,4,159,pm,17:02:00,7/20/23,1,29,predrought,predrought,0.004,10.99,47.76,46.99,0.77,11027.15,10606.03,9394.15,9.39
37,2,TSZ-SAN,TSZ,TSZ7,1212,7,4,160,pm,17:02:00,7/20/23,1,29,predrought,predrought,0.018,10.85,47.78,45.16,2.62,11038.28,9660.36,8462.71,8.46
37,3,TSZ-SAN,TSZ,TSZ7,1212,7,4,161,pm,17:02:00,7/20/23,1,29,predrought,predrought,0.014,10.97,47.81,46.87,0.94,11054.98,10541.67,9328.93,9.33
37,3,TSZ-SAN,TSZ,TSZ7,1212,7,4,162,pm,17:02:00,7/20/23,1,29,predrought,predrought,0.013,11.44,47.83,45.02,2.81,11066.14,9591.11,8325.14,8.33
